모닝콜, 0.8693217039108276
톡톡, 0.8626689314842224
발광, 0.8589286208152771
유지, 0.8587210178375244
자연스레, 0.8575617671012878
묘하, 0.8555573225021362
색다르, 0.8522931933403015
열심히, 0.8522805571556091
볼륨, 0.8509986400604248
앗, 0.8409907221794128
뒤흔들, 0.8507574796676636
까딱까딱, 0.8496156334877014
꼴깍, 0.8487430810928345
좋, 0.8487430324324212
장인, 0.8481943607330322
비집, 0.8477142453193665
부서, 0.8472760915756226
클라이맥스, 0.8434028029441833
봉인, 0.8432635068893433
뛰어놀, 0.8412087559700012
땍땍, 0.8403961658477783
까칠, 0.8464528918266296
축하, 0.8380574584007263
상큼, 0.8360821604728699
광선, 0.8307007551193237
킥킥거리, 0.8393425345420837
어깨춤, 0.8371995687484741
나이스, 0.837104856967926
돌아서, 0.8358405232429504
도박, 0.8355836868286133
설레이, 0.8359980583190918
심의, 0.835033118724823
나날이, 0.8349698185920715
달달, 0.8349283933639526
모션, 0.8388345837593079
노출, 0.8299241065979004
에너지, 0.8273220658302307
히, 0.8269995450973511
올려보, 0.825680673122406
서서히, 0.8234601616859436
뮤직, 0.8230096697807312
셔츠, 0.820000171661377
얼마든지, 0.827034056186676
훌륭, 0.8199767470359802
상식, 0.8198814392089844
쿡, 0.8182158470153809
포즈, 0.8180897831916809
한껏, 0.816560685634613
은은, 0.8152743577957153
조화, 0.8152230381965637
진실, 0.8144806623458862
딴따라, 0.8131037354469299
외부인, 0.8102048635482788
저렇, 0.8099148869514465
확실히, 0.8091414570808411
톡톡, 0.8090952038764954
펄럭이, 0.8085693717002869
탐하, 0.8051850199699402
멘트, 0.8032649755477905
흘러가, 0.8030550479888916
듀스, 0.8029569387435913
스냅, 0.8026987910270691
찬란히, 0.8005351424217224
더욱, 0.8043922185897827
어울림, 0.8034849166870117
건너, 0.800026535987854
뉴, 0.8000243902206421
밝, 0.8067430853843689
눈부시, 0.7702894806861877
새롭, 0.7610849738121033
쏟아지, 0.7148316502571106
별, 0.7094882130622864
손톱, 0.7990636825561523
폭발, 0.7975277304649353
하나하나, 0.795725405216217
일부러, 0.7956410050392151
찌르르, 0.7952312231063843
위트, 0.7971455454826355
리얼, 0.796649694442749
끌어당기, 0.7961066961288452
제때, 0.7959030270576477
함성, 0.7953853607177734
버킷, 0.7942349314689636
윙윙, 0.7939226627349854
통째로, 0.792162299156189
파란색, 0.7918456792831421
슛, 0.791487455368042
서비스, 0.7910799384117126
버펄로, 0.7908444404602051
유행, 0.7944905161857605
독창적, 0.7937192320823669
유전자, 0.7937842011451721
량, 0.7936256527900696
아마도, 0.7922665476799011
전야, 0.7919732332229614
아드님, 0.7914514541625977
연, 0.7915166020393372
감각적, 0.7908714413642883
귀로, 0.7907978892326355
앤, 0.7905746698379517
미모, 0.7904939651489258
정, 0.7890585064888
사워, 0.7889893651008606
로맨스, 0.7868695855140686
지화자, 0.7863836288452148
단발, 0.7860273122787476
후다닥, 0.7851888537406921
심야, 0.7850702404975891
반짝반짝, 0.7825353145599365
웅장, 0.7874640226364136
헹가래, 0.7872699499130249
찬사, 0.7871766686439514
장군, 0.7871577143669128
나날이, 0.7867177724838257
파스텔, 0.7860906720161438
순결, 0.7859830856323242
마성, 0.7856971025466919
쿨쿨, 0.7849956154823303
소중, 0.785452663898468
사랑, 0.7734206318855286
충분, 0.7482996582984924
진한, 0.784637987613678
잖아요, 0.7829920649528503
액, 0.7829434275627136
뜬구름, 0.7829382419586182
원래, 0.7829822897911072
신기, 0.781480073928833
까칠, 0.7807609438896179
니만큼, 0.7804775834083557
코쿤, 0.7804383039474487
중간, 0.7804084420204163
최강, 0.7802854776382446
확인, 0.7800902724266052
교복, 0.7799065113067627
구석, 0.7798396944999695
사모님, 0.7797119617462158
움트, 0.7796394228935242
효과, 0.7795349955558777
앞치마, 0.7794901132583618
따사, 0.7738509178161621
긴장감, 0.7790549993515015
신랑, 0.7789040803909302
